review,sentiment,tokenized_review
loved todays show it was a variety and not solely cooking which would have been great too very stimulating and captivating always keeping the viewer seeking around the corner to see what was coming up next she is as down to earth and as personal as you get like one of us which made the show all the more enjoyable special guests who are friends as well made for a nice surprise too loved the first theme and that the audience was invited to play along too i must admit i was shocked to see her come in under her time limits on a few things but she did it and by folly I will be writing those recipe down saving time in the kitchen means more time with family those who have not tuned in yet find out what channel and the time i assure you that you will not be disappointed,positive,"['loved', 'todays', 'show', 'variety', 'solely', 'cooking', 'would', 'great', 'stimulating', 'captivating', 'always', 'keeping', 'viewer', 'seeking', 'around', 'corner', 'see', 'coming', 'next', 'earth', 'personal', 'get', 'like', 'one', 'us', 'made', 'show', 'enjoyable', 'special', 'guests', 'friends', 'well', 'made', 'nice', 'surprise', 'loved', 'first', 'theme', 'audience', 'invited', 'play', 'along', 'must', 'admit', 'shocked', 'see', 'come', 'time', 'limits', 'things', 'folly', 'I', 'writing', 'recipe', 'saving', 'time', 'kitchen', 'means', 'time', 'family', 'tuned', 'yet', 'find', 'channel', 'time', 'assure', 'disappointed']"
 spoiled in fifth paragraph  this was an amazingly frank uphut uphut picture for 1955 otto reminder and carlyle productions took a chance by making it the motion picture association of america balked at terrifying a film that openly shows a june jobbing a syringe full of heroin into his arm frank intra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as hed ever done all in all these gambler paid off the movie is a classic though it is not perfectnelson agrees novel may be great but it has far too much going on to fit comfortably into a two hour movie the man with the golden arm is 119 minutes and often feels much longer however in my opinion it is not just france machine intra that makes the film but the other characters and their subplots all involving france ultimately it is not just france who has the addition everyone and everything seems to be dependent on him and he feels it keenly when the pressure gets to be too much the drums start founding on the soundtrack and france steps across the street with his welldressed friend louisit is an exaggeration to say that frank intras music career was ever really in the doldrums but in the early 50s he was in limbo between his days pouring with big bands and the las began era from here to eternity established him as a serious actor and his career as a singer resounded as well but the man with the golden arm was still a significant challenge the whole show sinks or swims with his performance he pulls it off with such skill that for several minutes at a time i forgot i was watching frank intra he must have known june musicians and exploited that knowledge to the utmostset side by side with billy widers masterpiece the lost weekend there is more emphasis on the sociological causes of addition in the man with the golden arm whereas don birney ray millard in the lost weekend seems to struggle mostly against himself france machine is beset by external forces and he takes refuge in the needle neither approach is wholly right or wrong mostly because addition is impossible to fully explain but it seems like this film might have benefited from a little more insight into frances internal struggle spoiled  one of the problems i have with this film is the clicked reliance on quitting cold turkey i realize that the man with the golden arm was probably setting the trend rather than following it but that does not make it any better in the beginning of the movie france has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort naturally the drama of the film requires that he backslide but i found the allamerican ideal that a man has to face his problems alone or maybe with the help of a good woman out of place here going cold turkey and riding off into the sunset with him nova seemed too realistic the end of the lost weekend was similar but in my opinion was a little less rosy,positive,"['spoiled', 'fifth', 'paragraph', 'amazingly', 'frank', 'uphut', 'uphut', 'picture', '1955', 'otto', 'reminder', 'carlyle', 'productions', 'took', 'chance', 'making', 'motion', 'picture', 'association', 'america', 'balked', 'terrifying', 'film', 'openly', 'shows', 'june', 'jobbing', 'syringe', 'full', 'heroin', 'arm', 'frank', 'intra', 'took', 'chance', 'playing', 'addicted', 'musician', 'falling', 'flat', 'face', 'role', 'required', 'least', 'twice', 'much', 'acting', 'hed', 'ever', 'done', 'gambler', 'paid', 'movie', 'classic', 'though', 'perfectnelson', 'agrees', 'novel', 'may', 'great', 'far', 'much', 'going', 'fit', 'comfortably', 'two', 'hour', 'movie', 'man', 'golden', 'arm', '119', 'minutes', 'often', 'feels', 'much', 'longer', 'however', 'opinion', 'france', 'machine', 'intra', 'makes', 'film', 'characters', 'subplots', 'involving', 'france', 'ultimately', 'france', 'addition', 'everyone', 'everything', 'seems', 'dependent', 'feels', 'keenly', 'pressure', 'gets', 'much', 'drums', 'start', 'founding', 'soundtrack', 'france', 'steps', 'across', 'street', 'welldressed', 'friend', 'louisit', 'exaggeration', 'say', 'frank', 'intras', 'music', 'career', 'ever', 'really', 'doldrums', 'early', '50s', 'limbo', 'days', 'pouring', 'big', 'bands', 'las', 'began', 'era', 'eternity', 'established', 'serious', 'actor', 'career', 'singer', 'resounded', 'well', 'man', 'golden', 'arm', 'still', 'significant', 'challenge', 'whole', 'show', 'sinks', 'swims', 'performance', 'pulls', 'skill', 'several', 'minutes', 'time', 'forgot', 'watching', 'frank', 'intra', 'must', 'known', 'june', 'musicians', 'exploited', 'knowledge', 'utmostset', 'side', 'side', 'billy', 'widers', 'masterpiece', 'lost', 'weekend', 'emphasis', 'sociological', 'causes', 'addition', 'man', 'golden', 'arm', 'whereas', 'birney', 'ray', 'millard', 'lost', 'weekend', 'seems', 'struggle', 'mostly', 'france', 'machine', 'beset', 'external', 'forces', 'takes', 'refuge', 'needle', 'neither', 'approach', 'wholly', 'right', 'wrong', 'mostly', 'addition', 'impossible', 'fully', 'explain', 'seems', 'like', 'film', 'might', 'benefited', 'little', 'insight', 'frances', 'internal', 'struggle', 'spoiled', 'one', 'problems', 'film', 'clicked', 'reliance', 'quitting', 'cold', 'turkey', 'realize', 'man', 'golden', 'arm', 'probably', 'setting', 'trend', 'rather', 'following', 'make', 'better', 'beginning', 'movie', 'france', 'appearances', 'kicked', 'habit', 'help', 'doctor', 'treatment', 'facility', 'sort', 'naturally', 'drama', 'film', 'requires', 'backslide', 'found', 'allamerican', 'ideal', 'man', 'face', 'problems', 'alone', 'maybe', 'help', 'good', 'woman', 'place', 'going', 'cold', 'turkey', 'riding', 'sunset', 'nova', 'seemed', 'realistic', 'end', 'lost', 'weekend', 'similar', 'opinion', 'little', 'less', 'rosy']"
my wife rented this movie and then conveniently never got to see it if i ever want to torture her i will make her watch this movie I have watched many moves with my 4 year old and i can take almost anything barley is refreshing after a shot of quincey the plot diploe cinematography  acting were one step above or equal to a cheap worn film i feel created out of 369 that we paid to rent it and then 90 minutes of my life i will never get back i will say my 4 year old liked it luckily it was a rental we had to return right awayi just hope that the younger actors careers are not ruined from being in this movie,negative,"['wife', 'rented', 'movie', 'conveniently', 'never', 'got', 'see', 'ever', 'want', 'torture', 'make', 'watch', 'movie', 'I', 'watched', 'many', 'moves', '4', 'year', 'old', 'take', 'almost', 'anything', 'barley', 'refreshing', 'shot', 'quincey', 'plot', 'diploe', 'cinematography', 'acting', 'one', 'step', 'equal', 'cheap', 'worn', 'film', 'feel', 'created', '369', 'paid', 'rent', '90', 'minutes', 'life', 'never', 'get', 'back', 'say', '4', 'year', 'old', 'liked', 'luckily', 'rental', 'return', 'right', 'awayi', 'hope', 'younger', 'actors', 'careers', 'ruined', 'movie']"
this film has it is heart in the right place but unfortunately it is not much of a film it is more of a documentary under the guise of a narrative bamboo is basically a newspaper oped piece put on celluloid however your average wellresearches oped piece is far more covent and concise than anything presented here the filmmaker is trying to relay to the viewer the hardships of african life in particular the country of male due to the ethical practices of the if go and world bank by using the setting of a mock trial against the aforementioned there is an extra 10 minutes dispersed throughout the film that makes a halfhearted attempt at a narrative plot and a bizarre hollywood westernstyle shootout scene where the director seems quite pleased with his own cleverness hence the frequent toward comparisonsof course as the film begins what and who is on trial is never explained but as we know by now the french refuse to spoonfeed their audiencethere are many impassioned arguments made but they are often longminded delivered in a shrill monotony one that becomes quite easy to tune out after awhile and very light on specific the last point is the most frustration of all since there is a very wellreasoned specific case to be made against the institutions on trial here unfortunately all we get in 2 hours is that the if and go are evil oppressors and should forgive rdworld debt we are given no more than the occasional hint to the specific reasons why the organizations on trial are guilty but never a clear case the mocktrial arguments and the forage of the surrounding village makes the suffering of these african residents clear but one wonders why we must sit through 2 hours of it when a far more precise picture could be painted in a 20minute newsweek article or bill moyens episode in the end there is something very important to be said on this issue it simply is not presented very well or very clearly in this pretensions indulgent piece,negative,"['film', 'heart', 'right', 'place', 'unfortunately', 'much', 'film', 'documentary', 'guise', 'narrative', 'bamboo', 'basically', 'newspaper', 'oped', 'piece', 'put', 'celluloid', 'however', 'average', 'wellresearches', 'oped', 'piece', 'far', 'covent', 'concise', 'anything', 'presented', 'filmmaker', 'trying', 'relay', 'viewer', 'hardships', 'african', 'life', 'particular', 'country', 'male', 'due', 'ethical', 'practices', 'go', 'world', 'bank', 'using', 'setting', 'mock', 'trial', 'aforementioned', 'extra', '10', 'minutes', 'dispersed', 'throughout', 'film', 'makes', 'halfhearted', 'attempt', 'narrative', 'plot', 'bizarre', 'hollywood', 'westernstyle', 'shootout', 'scene', 'director', 'seems', 'quite', 'pleased', 'cleverness', 'hence', 'frequent', 'toward', 'comparisonsof', 'course', 'film', 'begins', 'trial', 'never', 'explained', 'know', 'french', 'refuse', 'spoonfeed', 'audiencethere', 'many', 'impassioned', 'arguments', 'made', 'often', 'longminded', 'delivered', 'shrill', 'monotony', 'one', 'becomes', 'quite', 'easy', 'tune', 'awhile', 'light', 'specific', 'last', 'point', 'frustration', 'since', 'wellreasoned', 'specific', 'case', 'made', 'institutions', 'trial', 'unfortunately', 'get', '2', 'hours', 'go', 'evil', 'oppressors', 'forgive', 'rdworld', 'debt', 'given', 'occasional', 'hint', 'specific', 'reasons', 'organizations', 'trial', 'guilty', 'never', 'clear', 'case', 'mocktrial', 'arguments', 'forage', 'surrounding', 'village', 'makes', 'suffering', 'african', 'residents', 'clear', 'one', 'wonders', 'must', 'sit', '2', 'hours', 'far', 'precise', 'picture', 'could', 'painted', '20minute', 'newsweek', 'article', 'bill', 'moyens', 'episode', 'end', 'something', 'important', 'said', 'issue', 'simply', 'presented', 'well', 'clearly', 'pretensions', 'indulgent', 'piece']"
if you have ever babysat in a house you did not know or if you saw the original and enjoyed it then this will be a good choice ignoring the reviews and what was posted here i went ahead and rented this movie because of the memories of how the original scared me as a been this movie has of coursechanged some of the original story to relate to today tens such as the babysitter is in trouble for going over on her cell phone minutes and has to take on a babysitting job to pay her bill however it sticks to the original story line pretty well if you can relate to the babysitter not knowing the house and it is usual pips and cracks it is quite suspenseful when the killer is shown he is very creep and you find yourself yelling at the girl to get out of the house if you have never babysat or been in a situation like this then you probably will not be able to relate and will not like it it is all about understanding her fear,positive,"['ever', 'babysat', 'house', 'know', 'saw', 'original', 'enjoyed', 'good', 'choice', 'ignoring', 'reviews', 'posted', 'went', 'ahead', 'rented', 'movie', 'memories', 'original', 'scared', 'movie', 'coursechanged', 'original', 'story', 'relate', 'today', 'tens', 'babysitter', 'trouble', 'going', 'cell', 'phone', 'minutes', 'take', 'babysitting', 'job', 'pay', 'bill', 'however', 'sticks', 'original', 'story', 'line', 'pretty', 'well', 'relate', 'babysitter', 'knowing', 'house', 'usual', 'pips', 'cracks', 'quite', 'suspenseful', 'killer', 'shown', 'creep', 'find', 'yelling', 'girl', 'get', 'house', 'never', 'babysat', 'situation', 'like', 'probably', 'able', 'relate', 'like', 'understanding', 'fear']"
who is battle page i certainly did not find out while watching this movie from what i have gathered from other sources ms page was highly in demand in the postworld war ii period as the queen of naughty pictures and that is exactly what this film depict i never did get to know battle the woman though her childhood in tennessee was a combination of an evangelical christian upbringing and a sordid home life which is only hinted at the film glasses over her personal life and gets right down to the purpose of the film the naughty pictures characters are introduced and abandoned within a few frames but there is frame after frame of battle in her point brass battle in her girdle and stockings battle in bondageetc the movie sides from black and white to color every time ms page visits mimi beach then back to her shades of gray life in new york we go wretched vol portray battle as one of the most dimwitted young ladies you could ever meet when battle confided to a friend that she missed being her high school valedictorian by getting an a rather than an a one can only assume that there were only two students in her senior class the most interesting part of this movie is how quaint ms pages naughty photo seem in 2007 it is truly sad that seeing a woman trusted up like a pig on a spit would not even get a hit on my space or you tube I am not sure if this movie was written poorly or if some grazed editor cut the thing to shreds i would only recommend it as a source for persons studying the history of odd undergarments,negative,"['battle', 'page', 'certainly', 'find', 'watching', 'movie', 'gathered', 'sources', 'ms', 'page', 'highly', 'demand', 'postworld', 'war', 'ii', 'period', 'queen', 'naughty', 'pictures', 'exactly', 'film', 'depict', 'never', 'get', 'know', 'battle', 'woman', 'though', 'childhood', 'tennessee', 'combination', 'evangelical', 'christian', 'upbringing', 'sordid', 'home', 'life', 'hinted', 'film', 'glasses', 'personal', 'life', 'gets', 'right', 'purpose', 'film', 'naughty', 'pictures', 'characters', 'introduced', 'abandoned', 'within', 'frames', 'frame', 'frame', 'battle', 'point', 'brass', 'battle', 'girdle', 'stockings', 'battle', 'bondageetc', 'movie', 'sides', 'black', 'white', 'color', 'every', 'time', 'ms', 'page', 'visits', 'mimi', 'beach', 'back', 'shades', 'gray', 'life', 'new', 'york', 'go', 'wretched', 'vol', 'portray', 'battle', 'one', 'dimwitted', 'young', 'ladies', 'could', 'ever', 'meet', 'battle', 'confided', 'friend', 'missed', 'high', 'school', 'valedictorian', 'getting', 'rather', 'one', 'assume', 'two', 'students', 'senior', 'class', 'interesting', 'part', 'movie', 'quaint', 'ms', 'pages', 'naughty', 'photo', 'seem', '2007', 'truly', 'sad', 'seeing', 'woman', 'trusted', 'like', 'pig', 'spit', 'would', 'even', 'get', 'hit', 'space', 'tube', 'I', 'sure', 'movie', 'written', 'poorly', 'grazed', 'editor', 'cut', 'thing', 'shreds', 'would', 'recommend', 'source', 'persons', 'studying', 'history', 'odd', 'undergarments']"
when you look at the cover and read stuff about it an entirely different type of movie comes to mind than what you get here then again maybe i read the summary for the other movie called mausolem instead as there were two moves of this title released about the same time with both fearing plots that had key elements in common however reading stuff about that movie here i know i saw this one and not that one and that movie is even less what one would imagine a movie with that title would be about i will be honest i expect more of a combine type picture and you get that in this movie to some degree however there is more stuff involving the occur and strange powers as the opening scene of the people being taken away by the coroner at the beginning of the film will fattest to the movie also has the old theme of kiss going somewhere they do not belong to have some crazy party in this case it is in fact a mausoleum the other movie i do not think really has that key feature playing that prominent role in the movie and i see the score for this one is higher too still it was just not the movie i was expecting,negative,"['look', 'cover', 'read', 'stuff', 'entirely', 'different', 'type', 'movie', 'comes', 'mind', 'get', 'maybe', 'read', 'summary', 'movie', 'called', 'mausolem', 'instead', 'two', 'moves', 'title', 'released', 'time', 'fearing', 'plots', 'key', 'elements', 'common', 'however', 'reading', 'stuff', 'movie', 'know', 'saw', 'one', 'one', 'movie', 'even', 'less', 'one', 'would', 'imagine', 'movie', 'title', 'would', 'honest', 'expect', 'combine', 'type', 'picture', 'get', 'movie', 'degree', 'however', 'stuff', 'involving', 'occur', 'strange', 'powers', 'opening', 'scene', 'people', 'taken', 'away', 'coroner', 'beginning', 'film', 'fattest', 'movie', 'also', 'old', 'theme', 'kiss', 'going', 'somewhere', 'belong', 'crazy', 'party', 'case', 'fact', 'mausoleum', 'movie', 'think', 'really', 'key', 'feature', 'playing', 'prominent', 'role', 'movie', 'see', 'score', 'one', 'higher', 'still', 'movie', 'expecting']"
oh why did it have to end like this laurel and hardys last film from the rudely crackedup cuckoo theme with erroneous credit to had reach to the closing nice messi could not help it stick this is the do as a grotesque party of themselves in between their relationship is now solely constructed of uncertain acting quinine dialogue and halfhearted slapstick people slate king of new york but chaplains final bowout was nowhere near as undignified as thiswhat really hurts to someone who loves laurel and hardy is the appearance of the two comedian the video cover I am holding shows them at their prime all boyish smiles and glowing skin with a blurt on the back that reads the photograph on this sleeve is for illustration purposes only and does not necessarily reflect the content of the film necessarily it does not even come close the actual film sees them at least fifteen years older than the photographs that adorn the sleeve with lie distressing overnight this is not humorously or nominally fat as he would normally appear but ill looking and on the verge of obesity he would be dead seven years after this film was made after a series of strokes stand meanwhile suffering a prostrate problem and dysentery looks ghoulish as his weight has plummeted practically every time something bad happens to him such as getting smashed between a lifeboat and a table you fear for his life even lie giving him a traditional slap makes you terrified he could be killed he would last for another fifteen years after the completion of this film eventually passing away from a heart attack in 1965 it is upsetting to think of such cherished performer growing old and dying painful deaths and it is distressing watching their deterioration both in health and in performance on screen when i and I am sure almost everyone else likes to think of laurel and hardy i think of way out west busy bodies or our relations seeing them in such physical ill health and performing dire routine at the dogend of their career is a blight on my happy memories of themthe warning signs are clear right from the opening credits which list not only four writers but also someone to come up with the concept and a credit for gas so if money collins was writing the gas then what were the other four writing and in that case why was money collins paid a fee given that there is no evidence of a single gag in the whole film over 40 of the movie is spent travelling to the anonymous island during which we experience some of the most painfully funny scenes the boys were ever involved in when i saw the bat scene i wanted to curl up and die so great was its childish ineptitude yet what kills the film stone dead is that all of the support cast are dubbed unable to speak english not only does this make the film disjointed but also it severely depleted stand and lies reactions to their costars flatly directed with appalling film stock and absolutely atrocious editing this totally belief the rumored 2 million that was spent on it frankly it looks terrible and while a did release might clean up the picture the sound and image quality is lastly inferior to any of their had reach workstand and lies friends giovani and anyone are charismafree boris who stand out greatly against laurel and hardys outdated repertoire this is another major problem with the film in that none of the supporting characters are funny or eyed in to the boys innocent mentality the dubbed harness shown to l  h you  the fat one makes them stand out as isolated social visits rather than movable subanarchists there is evidence of some darker political satire  though duck soup this am not  and the concept of an island with no rules is an interesting topic perhaps more relevant now than it ever was a film that looks at the problems of immigration and the american constitution suddenly becomes most topical in 2003 sadly however beyond an amusing scene where stand is elected the people this does not really go anywhere and this somewhat black humour does have its harsh edges  or is a laurel and hardy movie where rape is directly implied and stand threatens a man with a bottle only to accidentally glass someone in the face your idea of a good time after all the years of stand and lie sharing a bed we also get a definite reference with stand accidentally kissing him  lie wiped off the kiss in disgust also worrying is the implication that stand and lies illegal immigrant friend anyone ends his life being eaten by a lion mind you i never thought I would see a laurel and hardy movie where they were due to be hanged either the need for the intrusion and funny narration is a further pointer to how mess the whole thing is with the american release the same version available on video hacking out 16 minutes in a vain attempt to improve italmost completely unwatchable this horrifically made relentlessly funny movie serves only to varnish the reputation of stand and lie  avoid at all costs,negative,"['oh', 'end', 'like', 'laurel', 'hardys', 'last', 'film', 'rudely', 'crackedup', 'cuckoo', 'theme', 'erroneous', 'credit', 'reach', 'closing', 'nice', 'messi', 'could', 'help', 'stick', 'grotesque', 'party', 'relationship', 'solely', 'constructed', 'uncertain', 'acting', 'quinine', 'dialogue', 'halfhearted', 'slapstick', 'people', 'slate', 'king', 'new', 'york', 'chaplains', 'final', 'bowout', 'nowhere', 'near', 'undignified', 'thiswhat', 'really', 'hurts', 'someone', 'loves', 'laurel', 'hardy', 'appearance', 'two', 'comedian', 'video', 'cover', 'I', 'holding', 'shows', 'prime', 'boyish', 'smiles', 'glowing', 'skin', 'blurt', 'back', 'reads', 'photograph', 'sleeve', 'illustration', 'purposes', 'necessarily', 'reflect', 'content', 'film', 'necessarily', 'even', 'come', 'close', 'actual', 'film', 'sees', 'least', 'fifteen', 'years', 'older', 'photographs', 'adorn', 'sleeve', 'lie', 'distressing', 'overnight', 'humorously', 'nominally', 'fat', 'would', 'normally', 'appear', 'ill', 'looking', 'verge', 'obesity', 'would', 'dead', 'seven', 'years', 'film', 'made', 'series', 'strokes', 'stand', 'meanwhile', 'suffering', 'prostrate', 'problem', 'dysentery', 'looks', 'ghoulish', 'weight', 'plummeted', 'practically', 'every', 'time', 'something', 'bad', 'happens', 'getting', 'smashed', 'lifeboat', 'table', 'fear', 'life', 'even', 'lie', 'giving', 'traditional', 'slap', 'makes', 'terrified', 'could', 'killed', 'would', 'last', 'another', 'fifteen', 'years', 'completion', 'film', 'eventually', 'passing', 'away', 'heart', 'attack', '1965', 'upsetting', 'think', 'cherished', 'performer', 'growing', 'old', 'dying', 'painful', 'deaths', 'distressing', 'watching', 'deterioration', 'health', 'performance', 'screen', 'I', 'sure', 'almost', 'everyone', 'else', 'likes', 'think', 'laurel', 'hardy', 'think', 'way', 'west', 'busy', 'bodies', 'relations', 'seeing', 'physical', 'ill', 'health', 'performing', 'dire', 'routine', 'dogend', 'career', 'blight', 'happy', 'memories', 'themthe', 'warning', 'signs', 'clear', 'right', 'opening', 'credits', 'list', 'four', 'writers', 'also', 'someone', 'come', 'concept', 'credit', 'gas', 'money', 'collins', 'writing', 'gas', 'four', 'writing', 'case', 'money', 'collins', 'paid', 'fee', 'given', 'evidence', 'single', 'gag', 'whole', 'film', '40', 'movie', 'spent', 'travelling', 'anonymous', 'island', 'experience', 'painfully', 'funny', 'scenes', 'boys', 'ever', 'involved', 'saw', 'bat', 'scene', 'wanted', 'curl', 'die', 'great', 'childish', 'ineptitude', 'yet', 'kills', 'film', 'stone', 'dead', 'support', 'cast', 'dubbed', 'unable', 'speak', 'english', 'make', 'film', 'disjointed', 'also', 'severely', 'depleted', 'stand', 'lies', 'reactions', 'costars', 'flatly', 'directed', 'appalling', 'film', 'stock', 'absolutely', 'atrocious', 'editing', 'totally', 'belief', 'rumored', '2', 'million', 'spent', 'frankly', 'looks', 'terrible', 'release', 'might', 'clean', 'picture', 'sound', 'image', 'quality', 'lastly', 'inferior', 'reach', 'workstand', 'lies', 'friends', 'giovani', 'anyone', 'charismafree', 'boris', 'stand', 'greatly', 'laurel', 'hardys', 'outdated', 'repertoire', 'another', 'major', 'problem', 'film', 'none', 'supporting', 'characters', 'funny', 'eyed', 'boys', 'innocent', 'mentality', 'dubbed', 'harness', 'shown', 'l', 'h', 'fat', 'one', 'makes', 'stand', 'isolated', 'social', 'visits', 'rather', 'movable', 'subanarchists', 'evidence', 'darker', 'political', 'satire', 'though', 'duck', 'soup', 'concept', 'island', 'rules', 'interesting', 'topic', 'perhaps', 'relevant', 'ever', 'film', 'looks', 'problems', 'immigration', 'american', 'constitution', 'suddenly', 'becomes', 'topical', '2003', 'sadly', 'however', 'beyond', 'amusing', 'scene', 'stand', 'elected', 'people', 'really', 'go', 'anywhere', 'somewhat', 'black', 'humour', 'harsh', 'edges', 'laurel', 'hardy', 'movie', 'rape', 'directly', 'implied', 'stand', 'threatens', 'man', 'bottle', 'accidentally', 'glass', 'someone', 'face', 'idea', 'good', 'time', 'years', 'stand', 'lie', 'sharing', 'bed', 'also', 'get', 'definite', 'reference', 'stand', 'accidentally', 'kissing', 'lie', 'wiped', 'kiss', 'disgust', 'also', 'worrying', 'implication', 'stand', 'lies', 'illegal', 'immigrant', 'friend', 'anyone', 'ends', 'life', 'eaten', 'lion', 'mind', 'never', 'thought', 'I', 'would', 'see', 'laurel', 'hardy', 'movie', 'due', 'hanged', 'either', 'need', 'intrusion', 'funny', 'narration', 'pointer', 'mess', 'whole', 'thing', 'american', 'release', 'version', 'available', 'video', 'hacking', '16', 'minutes', 'vain', 'attempt', 'improve', 'italmost', 'completely', 'unwatchable', 'horrifically', 'made', 'relentlessly', 'funny', 'movie', 'serves', 'varnish', 'reputation', 'stand', 'lie', 'avoid', 'costs']"
charlottes deadly beauty and lethal kicks make the movie cooper than itd be otherwisethe story is so poor and charlottes character dies in such a foolish way that you wonder if thiss the ending they had thought of for this movie i wish somebody could tell that an alternative ending exists but i fear it does not as for the rest of the cut well I would say they simply did not act very well although the blame should be put on the poor scriptthis movie reminds me of rush hour 2 where hang iii dies in absurd way since she had been the only one who had stolen the show during the whole movie i could give this movie 25,negative,"['charlottes', 'deadly', 'beauty', 'lethal', 'kicks', 'make', 'movie', 'cooper', 'itd', 'otherwisethe', 'story', 'poor', 'charlottes', 'character', 'dies', 'foolish', 'way', 'wonder', 'thiss', 'ending', 'thought', 'movie', 'wish', 'somebody', 'could', 'tell', 'alternative', 'ending', 'exists', 'fear', 'rest', 'cut', 'well', 'I', 'would', 'say', 'simply', 'act', 'well', 'although', 'blame', 'put', 'poor', 'scriptthis', 'movie', 'reminds', 'rush', 'hour', '2', 'hang', 'iii', 'dies', 'absurd', 'way', 'since', 'one', 'stolen', 'show', 'whole', 'movie', 'could', 'give', 'movie', '25']"
for a movie that was the most seen in its native south more for most of 2004 it was a huge disappointment shows that hollywood is not the only place where people can make overemotional melodramatic moves the film was over 130 minutes long but not a lot actually happened and everything that happened was pretty much what one expected the plot was that transparent granted if one himself was organ one would perhaps get into it more but for me it did not do much anything suffice to say that as the case tends to be with organ cinema the plot revolves around the relationship between the northern and southern parts of the peninsula south more decides to recruit and train an elite assassination squad from deathsentence prisoners to kill him ilsunga tedious plot does not bother me much if the characters are good but unfortunately that is not the case this time around either they are stereotyped and most of the acting is mediocre and too often just over the top as it tends to be in organ cinema too much time is spent on the numerous mortgages and the characters remain distant one dimensions cardboard cuts they should have spent more time establishing the characters and less showing us how tough and cruel the training and the soldiers areone thing it does remind us of is that a lesser of two wrongs is still wrong,negative,"['movie', 'seen', 'native', 'south', '2004', 'huge', 'disappointment', 'shows', 'hollywood', 'place', 'people', 'make', 'overemotional', 'melodramatic', 'moves', 'film', '130', 'minutes', 'long', 'lot', 'actually', 'happened', 'everything', 'happened', 'pretty', 'much', 'one', 'expected', 'plot', 'transparent', 'granted', 'one', 'organ', 'one', 'would', 'perhaps', 'get', 'much', 'anything', 'suffice', 'say', 'case', 'tends', 'organ', 'cinema', 'plot', 'revolves', 'around', 'relationship', 'northern', 'southern', 'parts', 'peninsula', 'south', 'decides', 'recruit', 'train', 'elite', 'assassination', 'squad', 'deathsentence', 'prisoners', 'kill', 'ilsunga', 'tedious', 'plot', 'bother', 'much', 'characters', 'good', 'unfortunately', 'case', 'time', 'around', 'either', 'stereotyped', 'acting', 'mediocre', 'often', 'top', 'tends', 'organ', 'cinema', 'much', 'time', 'spent', 'numerous', 'mortgages', 'characters', 'remain', 'distant', 'one', 'dimensions', 'cardboard', 'cuts', 'spent', 'time', 'establishing', 'characters', 'less', 'showing', 'us', 'tough', 'cruel', 'training', 'soldiers', 'areone', 'thing', 'remind', 'us', 'lesser', 'two', 'wrongs', 'still', 'wrong']"
