review,sentiment,tokenized_review
deodato brings us mildly shocking moments movie take seriously absolutely classic particular kind way movie provides refreshingly different look barbarians get chance see movie definitely smile face time funny anything mundane like bad goes way becomes good though maybe clean fun,positive,"['deodato', 'brings', 'us', 'mildly', 'shocking', 'moments', 'movie', 'take', 'seriously', 'absolutely', 'classic', 'particular', 'kind', 'way', 'movie', 'provides', 'refreshingly', 'different', 'look', 'barbarians', 'get', 'chance', 'see', 'movie', 'definitely', 'smile', 'face', 'time', 'funny', 'anything', 'mundane', 'like', 'bad', 'goes', 'way', 'becomes', 'good', 'though', 'maybe', 'clean', 'fun']"
movie I seen 20 times every time still get weep great love story surprise definitely feel chemistry vein sobiesky definitely give movie perfect 10 recommend anyone,positive,"['movie', 'I', 'seen', '20', 'times', 'every', 'time', 'still', 'get', 'weep', 'great', 'love', 'story', 'surprise', 'definitely', 'feel', 'chemistry', 'vein', 'sobiesky', 'definitely', 'give', 'movie', 'perfect', '10', 'recommend', 'anyone']"
hollywood film credentials involved revolutionary film change world however wellmade wellplotted wellacted counts lotit catandmouse story disgruntled formervia assassin feels betrayed chasing secret service agent protecting john f penned penned killed dallas agent understandable troubled failure subsequent years career movie pick 1992or certainly contemporary america wouldbe assassin match weary john malkovich tourdeforce greediness gives transformation performance consumed frustration anger decides going assassinated president imagines common cause secret service agent frank corrigan client eastward cool calm goodnaturedly crouch best believes hold grudge warren commission blamed corriganunfairly weary believesfor assassination president penned tension ratcheted phone calls weary corriganweary wanting keep corrigan close betray location plansrent russo excellent lily raises fellow agent corrigan develops grown relationship nice see relationship two equally competent peers even russo fair deal younger eastward time filling russo calm capable agent able go toetotoe quickwitted corrigan friendly banter nice part russo allowing play role capable professional woman default romantic interest older man acting leads wolfgang petersons competent direction thoughtful use music plot development excellent cinematography make film watch,positive,"['hollywood', 'film', 'credentials', 'involved', 'revolutionary', 'film', 'change', 'world', 'however', 'wellmade', 'wellplotted', 'wellacted', 'counts', 'lotit', 'catandmouse', 'story', 'disgruntled', 'formervia', 'assassin', 'feels', 'betrayed', 'chasing', 'secret', 'service', 'agent', 'protecting', 'john', 'f', 'penned', 'penned', 'killed', 'dallas', 'agent', 'understandable', 'troubled', 'failure', 'subsequent', 'years', 'career', 'movie', 'pick', '1992or', 'certainly', 'contemporary', 'america', 'wouldbe', 'assassin', 'match', 'weary', 'john', 'malkovich', 'tourdeforce', 'greediness', 'gives', 'transformation', 'performance', 'consumed', 'frustration', 'anger', 'decides', 'going', 'assassinated', 'president', 'imagines', 'common', 'cause', 'secret', 'service', 'agent', 'frank', 'corrigan', 'client', 'eastward', 'cool', 'calm', 'goodnaturedly', 'crouch', 'best', 'believes', 'hold', 'grudge', 'warren', 'commission', 'blamed', 'corriganunfairly', 'weary', 'believesfor', 'assassination', 'president', 'penned', 'tension', 'ratcheted', 'phone', 'calls', 'weary', 'corriganweary', 'wanting', 'keep', 'corrigan', 'close', 'betray', 'location', 'plansrent', 'russo', 'excellent', 'lily', 'raises', 'fellow', 'agent', 'corrigan', 'develops', 'grown', 'relationship', 'nice', 'see', 'relationship', 'two', 'equally', 'competent', 'peers', 'even', 'russo', 'fair', 'deal', 'younger', 'eastward', 'time', 'filling', 'russo', 'calm', 'capable', 'agent', 'able', 'go', 'toetotoe', 'quickwitted', 'corrigan', 'friendly', 'banter', 'nice', 'part', 'russo', 'allowing', 'play', 'role', 'capable', 'professional', 'woman', 'default', 'romantic', 'interest', 'older', 'man', 'acting', 'leads', 'wolfgang', 'petersons', 'competent', 'direction', 'thoughtful', 'use', 'music', 'plot', 'development', 'excellent', 'cinematography', 'make', 'film', 'watch']"
incomprehensible script dependent rather flay voiceoverthe animation however show real talentquite usually impressive,negative,"['incomprehensible', 'script', 'dependent', 'rather', 'flay', 'voiceoverthe', 'animation', 'however', 'show', 'real', 'talentquite', 'usually', 'impressive']"
legend dragoon one littleknown games people either love hate people claim far similar games namely final fantasy serieswhich understandable since originally intended sonyas equivalent final fantasy honestly comment similarities beyond I familiar ff gamesi think favorite aspect game battle system ability change powerful dragoon form every time attack pay attention order complete attack pressing buttons correct time sometimes enemies attack back right middle sequence means press different buttons order avoid taking damage even use certain attack items requires bit buttonwashing want attack always guard cuts damage taken half raises hit points without use healing portionsthe five quite welldone quality final fantasy 8s however graphics game play quite standard nice could beenand honestly beenbetter translation well leaves something desired raise interesting character relationship questions also grammatical mistakes simply allowed passanother thing found interesting lose main party charactersone dies basically becomes useless party leaves death one character often said point makes realize early characters heroes still mortal next person people replace lost characters simply gain states transition game playwise fairly smooth perhaps one complaint characters main characters love interest episode helpless female need reaching pathetic point driving player screaming frustration use party insanely weaki even know dragoon powers like disliked much never used character rose contrast probably favorite female character game ever limp dragoon magic extremely useful mere quite strong well sometimes annoying talkative bratthe character designer inclined make female characters appear pretty whatever give much thought actual usefulness outfits seriously armor skin exposed helpful fighting monsters give drops females serving knights various countriesi comment much plot honestly pay much attention beyond needed go next I sure says something plot gazing styleall enjoyable game flaws struck right balance think pressing buttons killing monsters,positive,"['legend', 'dragoon', 'one', 'littleknown', 'games', 'people', 'either', 'love', 'hate', 'people', 'claim', 'far', 'similar', 'games', 'namely', 'final', 'fantasy', 'serieswhich', 'understandable', 'since', 'originally', 'intended', 'sonyas', 'equivalent', 'final', 'fantasy', 'honestly', 'comment', 'similarities', 'beyond', 'I', 'familiar', 'ff', 'gamesi', 'think', 'favorite', 'aspect', 'game', 'battle', 'system', 'ability', 'change', 'powerful', 'dragoon', 'form', 'every', 'time', 'attack', 'pay', 'attention', 'order', 'complete', 'attack', 'pressing', 'buttons', 'correct', 'time', 'sometimes', 'enemies', 'attack', 'back', 'right', 'middle', 'sequence', 'means', 'press', 'different', 'buttons', 'order', 'avoid', 'taking', 'damage', 'even', 'use', 'certain', 'attack', 'items', 'requires', 'bit', 'buttonwashing', 'want', 'attack', 'always', 'guard', 'cuts', 'damage', 'taken', 'half', 'raises', 'hit', 'points', 'without', 'use', 'healing', 'portionsthe', 'five', 'quite', 'welldone', 'quality', 'final', 'fantasy', '8s', 'however', 'graphics', 'game', 'play', 'quite', 'standard', 'nice', 'could', 'beenand', 'honestly', 'beenbetter', 'translation', 'well', 'leaves', 'something', 'desired', 'raise', 'interesting', 'character', 'relationship', 'questions', 'also', 'grammatical', 'mistakes', 'simply', 'allowed', 'passanother', 'thing', 'found', 'interesting', 'lose', 'main', 'party', 'charactersone', 'dies', 'basically', 'becomes', 'useless', 'party', 'leaves', 'death', 'one', 'character', 'often', 'said', 'point', 'makes', 'realize', 'early', 'characters', 'heroes', 'still', 'mortal', 'next', 'person', 'people', 'replace', 'lost', 'characters', 'simply', 'gain', 'states', 'transition', 'game', 'playwise', 'fairly', 'smooth', 'perhaps', 'one', 'complaint', 'characters', 'main', 'characters', 'love', 'interest', 'episode', 'helpless', 'female', 'need', 'reaching', 'pathetic', 'point', 'driving', 'player', 'screaming', 'frustration', 'use', 'party', 'insanely', 'weaki', 'even', 'know', 'dragoon', 'powers', 'like', 'disliked', 'much', 'never', 'used', 'character', 'rose', 'contrast', 'probably', 'favorite', 'female', 'character', 'game', 'ever', 'limp', 'dragoon', 'magic', 'extremely', 'useful', 'mere', 'quite', 'strong', 'well', 'sometimes', 'annoying', 'talkative', 'bratthe', 'character', 'designer', 'inclined', 'make', 'female', 'characters', 'appear', 'pretty', 'whatever', 'give', 'much', 'thought', 'actual', 'usefulness', 'outfits', 'seriously', 'armor', 'skin', 'exposed', 'helpful', 'fighting', 'monsters', 'give', 'drops', 'females', 'serving', 'knights', 'various', 'countriesi', 'comment', 'much', 'plot', 'honestly', 'pay', 'much', 'attention', 'beyond', 'needed', 'go', 'next', 'I', 'sure', 'says', 'something', 'plot', 'gazing', 'styleall', 'enjoyable', 'game', 'flaws', 'struck', 'right', 'balance', 'think', 'pressing', 'buttons', 'killing', 'monsters']"
probably best film client eastward action minimal plenty good acting yankee soldier eastward wounded taken female pupils teachers school south hidden taken care shortly recovery ladies wanted fun succeeded including director schoolgeraldine page exotic scenes coming ladies discovered much shared several became angry poisoned farewell dinner geraldine page although somewhat old able play suggestive role director school woman failures happiness life,positive,"['probably', 'best', 'film', 'client', 'eastward', 'action', 'minimal', 'plenty', 'good', 'acting', 'yankee', 'soldier', 'eastward', 'wounded', 'taken', 'female', 'pupils', 'teachers', 'school', 'south', 'hidden', 'taken', 'care', 'shortly', 'recovery', 'ladies', 'wanted', 'fun', 'succeeded', 'including', 'director', 'schoolgeraldine', 'page', 'exotic', 'scenes', 'coming', 'ladies', 'discovered', 'much', 'shared', 'several', 'became', 'angry', 'poisoned', 'farewell', 'dinner', 'geraldine', 'page', 'although', 'somewhat', 'old', 'able', 'play', 'suggestive', 'role', 'director', 'school', 'woman', 'failures', 'happiness', 'life']"
one gripping movie reminiscence mmm crime moves late 70s excellent cast crisp editing good acting keeps pace movie developing rapidly one better crime moves decade buds director cast,positive,"['one', 'gripping', 'movie', 'reminiscence', 'mmm', 'crime', 'moves', 'late', '70s', 'excellent', 'cast', 'crisp', 'editing', 'good', 'acting', 'keeps', 'pace', 'movie', 'developing', 'rapidly', 'one', 'better', 'crime', 'moves', 'decade', 'buds', 'director', 'cast']"
I watching sii channel right horrible stop watching I videographer movie makes sad feel bad anyone associated movie camera work good questionable decent actors flick bad surrounded must directors relatives way could qualified movie music little better acting get around watching hope absolutely option sequel yes sequel coming nowi think I skin jason,negative,"['I', 'watching', 'sii', 'channel', 'right', 'horrible', 'stop', 'watching', 'I', 'videographer', 'movie', 'makes', 'sad', 'feel', 'bad', 'anyone', 'associated', 'movie', 'camera', 'work', 'good', 'questionable', 'decent', 'actors', 'flick', 'bad', 'surrounded', 'must', 'directors', 'relatives', 'way', 'could', 'qualified', 'movie', 'music', 'little', 'better', 'acting', 'get', 'around', 'watching', 'hope', 'absolutely', 'option', 'sequel', 'yes', 'sequel', 'coming', 'nowi', 'think', 'I', 'skin', 'jason']"
burlington thornton give outstanding performance movie along densely although first thought love really goes deeper beauty nature captures movie placing among one best ever seen horse scenes absolutely fantastic horselovers love movie,positive,"['burlington', 'thornton', 'give', 'outstanding', 'performance', 'movie', 'along', 'densely', 'although', 'first', 'thought', 'love', 'really', 'goes', 'deeper', 'beauty', 'nature', 'captures', 'movie', 'placing', 'among', 'one', 'best', 'ever', 'seen', 'horse', 'scenes', 'absolutely', 'fantastic', 'horselovers', 'love', 'movie']"
baseketball indeed really funny movie david pucker manages make us laugh heads really silly many times smart comedythe 2 creator south park main actors film play good surprisingly good actually first time see actors movie often reminded south park one far showsit really good funny film miss itvote 75 10,positive,"['baseketball', 'indeed', 'really', 'funny', 'movie', 'david', 'pucker', 'manages', 'make', 'us', 'laugh', 'heads', 'really', 'silly', 'many', 'times', 'smart', 'comedythe', '2', 'creator', 'south', 'park', 'main', 'actors', 'film', 'play', 'good', 'surprisingly', 'good', 'actually', 'first', 'time', 'see', 'actors', 'movie', 'often', 'reminded', 'south', 'park', 'one', 'far', 'showsit', 'really', 'good', 'funny', 'film', 'miss', 'itvote', '75', '10']"
right go probably read previous reviews film awful badly acted avoid costs well suppose ways true fair say could write spoiled comment plot spoil however fine line plain awful absolutely hilarious believe film latter acting bad plot non extent ending completely baffling laughing whole way scenes film take comedy new level expect oscar winner believe small price pay disaster worth every penny,positive,"['right', 'go', 'probably', 'read', 'previous', 'reviews', 'film', 'awful', 'badly', 'acted', 'avoid', 'costs', 'well', 'suppose', 'ways', 'true', 'fair', 'say', 'could', 'write', 'spoiled', 'comment', 'plot', 'spoil', 'however', 'fine', 'line', 'plain', 'awful', 'absolutely', 'hilarious', 'believe', 'film', 'latter', 'acting', 'bad', 'plot', 'non', 'extent', 'ending', 'completely', 'baffling', 'laughing', 'whole', 'way', 'scenes', 'film', 'take', 'comedy', 'new', 'level', 'expect', 'oscar', 'winner', 'believe', 'small', 'price', 'pay', 'disaster', 'worth', 'every', 'penny']"
show least partially faced reality pretending reality makes believe least anyone without face blurred face episodeproof episode pretends stabbed already camera crew boat gets seen boat approachesthe actors playing ambulance officers remove shirt expose wound anyway work would never happen realitythey also marked ambulance car park drive emergency entrance make sense unless face would allowed go,negative,"['show', 'least', 'partially', 'faced', 'reality', 'pretending', 'reality', 'makes', 'believe', 'least', 'anyone', 'without', 'face', 'blurred', 'face', 'episodeproof', 'episode', 'pretends', 'stabbed', 'already', 'camera', 'crew', 'boat', 'gets', 'seen', 'boat', 'approachesthe', 'actors', 'playing', 'ambulance', 'officers', 'remove', 'shirt', 'expose', 'wound', 'anyway', 'work', 'would', 'never', 'happen', 'realitythey', 'also', 'marked', 'ambulance', 'car', 'park', 'drive', 'emergency', 'entrance', 'make', 'sense', 'unless', 'face', 'would', 'allowed', 'go']"
pierce brosnan newest longer james bond assassin good getting old tired grew kinnair really good straight narrow business man story opens movie shows two people separate lives one night drinks bar begin talk sudden find two people getting drawn together series events story excellent acting top notch humor hilarious never thought pierce brosnan would funny really must say movie must see,positive,"['pierce', 'brosnan', 'newest', 'longer', 'james', 'bond', 'assassin', 'good', 'getting', 'old', 'tired', 'grew', 'kinnair', 'really', 'good', 'straight', 'narrow', 'business', 'man', 'story', 'opens', 'movie', 'shows', 'two', 'people', 'separate', 'lives', 'one', 'night', 'drinks', 'bar', 'begin', 'talk', 'sudden', 'find', 'two', 'people', 'getting', 'drawn', 'together', 'series', 'events', 'story', 'excellent', 'acting', 'top', 'notch', 'humor', 'hilarious', 'never', 'thought', 'pierce', 'brosnan', 'would', 'funny', 'really', 'must', 'say', 'movie', 'must', 'see']"
heartland wonderful deduction really like live frontier hard work individual strength needed survive hardships climate lack medical care blended camaraderie interdependence settlers drama especially meaningful story based diaries real people whose descendants still live also nice see west inhabited real people one amorous looked spent session make costume department conchatta ferret wonderful example strong persevering people came wyoming early century let hardship stand way new life new land,positive,"['heartland', 'wonderful', 'deduction', 'really', 'like', 'live', 'frontier', 'hard', 'work', 'individual', 'strength', 'needed', 'survive', 'hardships', 'climate', 'lack', 'medical', 'care', 'blended', 'camaraderie', 'interdependence', 'settlers', 'drama', 'especially', 'meaningful', 'story', 'based', 'diaries', 'real', 'people', 'whose', 'descendants', 'still', 'live', 'also', 'nice', 'see', 'west', 'inhabited', 'real', 'people', 'one', 'amorous', 'looked', 'spent', 'session', 'make', 'costume', 'department', 'conchatta', 'ferret', 'wonderful', 'example', 'strong', 'persevering', 'people', 'came', 'wyoming', 'early', 'century', 'let', 'hardship', 'stand', 'way', 'new', 'life', 'new', 'land']"
one highlight sttugs semiforgettable second season grew grew third season beyond showcase upandcomes like bill campbell term hatchet also continuation datas search humanity time concept comedy still one favorite episodeson sidenote I still disappointed credit actress whose character ozoena trustafter term hatchets character rudely interrupted work remember watching episode firstrun friends comic shop back day thought would perfect jean greymarvel girlit would nice know pretty lady actually,positive,"['one', 'highlight', 'sttugs', 'semiforgettable', 'second', 'season', 'grew', 'grew', 'third', 'season', 'beyond', 'showcase', 'upandcomes', 'like', 'bill', 'campbell', 'term', 'hatchet', 'also', 'continuation', 'datas', 'search', 'humanity', 'time', 'concept', 'comedy', 'still', 'one', 'favorite', 'episodeson', 'sidenote', 'I', 'still', 'disappointed', 'credit', 'actress', 'whose', 'character', 'ozoena', 'trustafter', 'term', 'hatchets', 'character', 'rudely', 'interrupted', 'work', 'remember', 'watching', 'episode', 'firstrun', 'friends', 'comic', 'shop', 'back', 'day', 'thought', 'would', 'perfect', 'jean', 'greymarvel', 'girlit', 'would', 'nice', 'know', 'pretty', 'lady', 'actually']"
great film beryl street jack nicholson costarring two newspaper writers mike nicholas directing dull dull dull painless predictable slow focusedit cook utter boy meets girl boy marries girl boy affair girl leaves boy story original concept squirming two hours two felt like sixi sure whether comedy romance tragedy soap opera done 1986 I sure us things sixteen years ago rather would forget hope damage reputations street et al beginning heal emulsion master beginning fade bad picture ungood one,negative,"['great', 'film', 'beryl', 'street', 'jack', 'nicholson', 'costarring', 'two', 'newspaper', 'writers', 'mike', 'nicholas', 'directing', 'dull', 'dull', 'dull', 'painless', 'predictable', 'slow', 'focusedit', 'cook', 'utter', 'boy', 'meets', 'girl', 'boy', 'marries', 'girl', 'boy', 'affair', 'girl', 'leaves', 'boy', 'story', 'original', 'concept', 'squirming', 'two', 'hours', 'two', 'felt', 'like', 'sixi', 'sure', 'whether', 'comedy', 'romance', 'tragedy', 'soap', 'opera', 'done', '1986', 'I', 'sure', 'us', 'things', 'sixteen', 'years', 'ago', 'rather', 'would', 'forget', 'hope', 'damage', 'reputations', 'street', 'et', 'al', 'beginning', 'heal', 'emulsion', 'master', 'beginning', 'fade', 'bad', 'picture', 'ungood', 'one']"
batman returns gothic somber predecessor like lot also scenery darker entire environment maddening along soulshilling music composed sotalented dandy elfmanhowever like idea make penguin monster unlike comic books human even looks like monster shows well possesses human dignity felt sorry saw tombstones late parents still dangerous villain fact needed stoppedmichael reason made tour de force return dark knight time powerful original batman difficult understand called batman public sometimesalso mitchell pfeiler sex wellfitted role gave faithfully performance female villaincrimefighter dressed cat really actors wasteful work batman returns made successful movieif liked batman watch awesome sequel cause worthy dark knights hardcore loverssteve baillargeon,positive,"['batman', 'returns', 'gothic', 'somber', 'predecessor', 'like', 'lot', 'also', 'scenery', 'darker', 'entire', 'environment', 'maddening', 'along', 'soulshilling', 'music', 'composed', 'sotalented', 'dandy', 'elfmanhowever', 'like', 'idea', 'make', 'penguin', 'monster', 'unlike', 'comic', 'books', 'human', 'even', 'looks', 'like', 'monster', 'shows', 'well', 'possesses', 'human', 'dignity', 'felt', 'sorry', 'saw', 'tombstones', 'late', 'parents', 'still', 'dangerous', 'villain', 'fact', 'needed', 'stoppedmichael', 'reason', 'made', 'tour', 'de', 'force', 'return', 'dark', 'knight', 'time', 'powerful', 'original', 'batman', 'difficult', 'understand', 'called', 'batman', 'public', 'sometimesalso', 'mitchell', 'pfeiler', 'sex', 'wellfitted', 'role', 'gave', 'faithfully', 'performance', 'female', 'villaincrimefighter', 'dressed', 'cat', 'really', 'actors', 'wasteful', 'work', 'batman', 'returns', 'made', 'successful', 'movieif', 'liked', 'batman', 'watch', 'awesome', 'sequel', 'cause', 'worthy', 'dark', 'knights', 'hardcore', 'loverssteve', 'baillargeon']"
waste time talent shelf space truly abysmal film big leagues like means nerves cameron diaz dan aykroyd wasting time rubbish petty criminal nerves turns brothers vincent donofrio wedding ends leaving bride comedy thrilled romance honestly know nerves wooden lead casting dan aykroyd cop dreadful seen believed bright spot dark dark tunnel diaz even good rent something else everyone involved mess hold heads utter shame prey gets lost oblivion years come,negative,"['waste', 'time', 'talent', 'shelf', 'space', 'truly', 'abysmal', 'film', 'big', 'leagues', 'like', 'means', 'nerves', 'cameron', 'diaz', 'dan', 'aykroyd', 'wasting', 'time', 'rubbish', 'petty', 'criminal', 'nerves', 'turns', 'brothers', 'vincent', 'donofrio', 'wedding', 'ends', 'leaving', 'bride', 'comedy', 'thrilled', 'romance', 'honestly', 'know', 'nerves', 'wooden', 'lead', 'casting', 'dan', 'aykroyd', 'cop', 'dreadful', 'seen', 'believed', 'bright', 'spot', 'dark', 'dark', 'tunnel', 'diaz', 'even', 'good', 'rent', 'something', 'else', 'everyone', 'involved', 'mess', 'hold', 'heads', 'utter', 'shame', 'prey', 'gets', 'lost', 'oblivion', 'years', 'come']"
coincidence made two years jaws exactly jaws rip obvious tried profit jawss success first opinion bad movie terrible definitely good average bestthe plot basically male killer whale seeing mate unborn calf killed fisherman seeks revenge could stand watch movie direction film poor compared jaws looks like director producers writers almost relentlessas acting average believable however actual characters least bit liable effects alright time forage killer whale looked pretty goodthe violence confusing bloody recommended sensitive people music everyone loud drowning sound effects irritating times hated way exaggerated intelligence killer whale killer whale mate one mate depicted oroverall movie badpoor opinion reasons listed people may appreciate film concept vengeance amongst animals humans I going base movie understand people may like itmy rating 3510 concept possibly 510,negative,"['coincidence', 'made', 'two', 'years', 'jaws', 'exactly', 'jaws', 'rip', 'obvious', 'tried', 'profit', 'jawss', 'success', 'first', 'opinion', 'bad', 'movie', 'terrible', 'definitely', 'good', 'average', 'bestthe', 'plot', 'basically', 'male', 'killer', 'whale', 'seeing', 'mate', 'unborn', 'calf', 'killed', 'fisherman', 'seeks', 'revenge', 'could', 'stand', 'watch', 'movie', 'direction', 'film', 'poor', 'compared', 'jaws', 'looks', 'like', 'director', 'producers', 'writers', 'almost', 'relentlessas', 'acting', 'average', 'believable', 'however', 'actual', 'characters', 'least', 'bit', 'liable', 'effects', 'alright', 'time', 'forage', 'killer', 'whale', 'looked', 'pretty', 'goodthe', 'violence', 'confusing', 'bloody', 'recommended', 'sensitive', 'people', 'music', 'everyone', 'loud', 'drowning', 'sound', 'effects', 'irritating', 'times', 'hated', 'way', 'exaggerated', 'intelligence', 'killer', 'whale', 'killer', 'whale', 'mate', 'one', 'mate', 'depicted', 'oroverall', 'movie', 'badpoor', 'opinion', 'reasons', 'listed', 'people', 'may', 'appreciate', 'film', 'concept', 'vengeance', 'amongst', 'animals', 'humans', 'I', 'going', 'base', 'movie', 'understand', 'people', 'may', 'like', 'itmy', 'rating', '3510', 'concept', 'possibly', '510']"
hope viewer regards dream machine one core hims finest best moves century bidding detected sarcasm part sincerely hope sothe dream machine marks first long line mediocre capers would plague rest core hims career except prayer rollerboys surprisingly decent plays nonchalantly college boy berne supposes cool car attract dream girls attention lucky berne rich woman aiming get back cheating husband hastily decides reward faithful piano turnerbernewith gift sick porch turn however unbeknownst woman unfortunate berne dead husband murdered body hidden trunk movie bodies seem decay possess rather foul sunk berne unaware fact oblivious boy idea something suspicious foot despite several odd circumstances arise particular grizzly man follows around desperate get hold body relatively detectedthis lowgrade action file many hims films like see double kid despite part action part romantic comedy movie fails offer viewer much anything interest least first fortyfive minutes filmmakers take enough time show immediate problem ie berne possession car dead body hitman finding porch going hard find thanks poor acting loved kid exactly sacrilegious admit times obviously could act well lack real immediate emergency berne villain makes much events convincing result appreciable add injury insult soundtrack unbelievably laughable sounded like selfevident songs would hear team america see date montagueloyal core fan however disappointed see boy abundance however others understanding hims career probably peaked 14 15 never recovered might expect mediocrity viewer looking early bcomedy fluff pass time,negative,"['hope', 'viewer', 'regards', 'dream', 'machine', 'one', 'core', 'hims', 'finest', 'best', 'moves', 'century', 'bidding', 'detected', 'sarcasm', 'part', 'sincerely', 'hope', 'sothe', 'dream', 'machine', 'marks', 'first', 'long', 'line', 'mediocre', 'capers', 'would', 'plague', 'rest', 'core', 'hims', 'career', 'except', 'prayer', 'rollerboys', 'surprisingly', 'decent', 'plays', 'nonchalantly', 'college', 'boy', 'berne', 'supposes', 'cool', 'car', 'attract', 'dream', 'girls', 'attention', 'lucky', 'berne', 'rich', 'woman', 'aiming', 'get', 'back', 'cheating', 'husband', 'hastily', 'decides', 'reward', 'faithful', 'piano', 'turnerbernewith', 'gift', 'sick', 'porch', 'turn', 'however', 'unbeknownst', 'woman', 'unfortunate', 'berne', 'dead', 'husband', 'murdered', 'body', 'hidden', 'trunk', 'movie', 'bodies', 'seem', 'decay', 'possess', 'rather', 'foul', 'sunk', 'berne', 'unaware', 'fact', 'oblivious', 'boy', 'idea', 'something', 'suspicious', 'foot', 'despite', 'several', 'odd', 'circumstances', 'arise', 'particular', 'grizzly', 'man', 'follows', 'around', 'desperate', 'get', 'hold', 'body', 'relatively', 'detectedthis', 'lowgrade', 'action', 'file', 'many', 'hims', 'films', 'like', 'see', 'double', 'kid', 'despite', 'part', 'action', 'part', 'romantic', 'comedy', 'movie', 'fails', 'offer', 'viewer', 'much', 'anything', 'interest', 'least', 'first', 'fortyfive', 'minutes', 'filmmakers', 'take', 'enough', 'time', 'show', 'immediate', 'problem', 'ie', 'berne', 'possession', 'car', 'dead', 'body', 'hitman', 'finding', 'porch', 'going', 'hard', 'find', 'thanks', 'poor', 'acting', 'loved', 'kid', 'exactly', 'sacrilegious', 'admit', 'times', 'obviously', 'could', 'act', 'well', 'lack', 'real', 'immediate', 'emergency', 'berne', 'villain', 'makes', 'much', 'events', 'convincing', 'result', 'appreciable', 'add', 'injury', 'insult', 'soundtrack', 'unbelievably', 'laughable', 'sounded', 'like', 'selfevident', 'songs', 'would', 'hear', 'team', 'america', 'see', 'date', 'montagueloyal', 'core', 'fan', 'however', 'disappointed', 'see', 'boy', 'abundance', 'however', 'others', 'understanding', 'hims', 'career', 'probably', 'peaked', '14', '15', 'never', 'recovered', 'might', 'expect', 'mediocrity', 'viewer', 'looking', 'early', 'bcomedy', 'fluff', 'pass', 'time']"
second movie onset originally title bloodsuckers movie pretty average kind boring parts good effects great though movie takes place year 2210 campfires pretty much taken whole world vsan empire sanitation squad also spaceship lead churchill captured campfires receives message earth team formed quintana played hot natasha male rook officer domain rebels rosa roman roman played aaron pearl wrongfully accused vsan later meets leader campfires muco played michael inside total recall plans living peacefully humans bent world domination movie waste time doubt I putting back player daytime soon,negative,"['second', 'movie', 'onset', 'originally', 'title', 'bloodsuckers', 'movie', 'pretty', 'average', 'kind', 'boring', 'parts', 'good', 'effects', 'great', 'though', 'movie', 'takes', 'place', 'year', '2210', 'campfires', 'pretty', 'much', 'taken', 'whole', 'world', 'vsan', 'empire', 'sanitation', 'squad', 'also', 'spaceship', 'lead', 'churchill', 'captured', 'campfires', 'receives', 'message', 'earth', 'team', 'formed', 'quintana', 'played', 'hot', 'natasha', 'male', 'rook', 'officer', 'domain', 'rebels', 'rosa', 'roman', 'roman', 'played', 'aaron', 'pearl', 'wrongfully', 'accused', 'vsan', 'later', 'meets', 'leader', 'campfires', 'muco', 'played', 'michael', 'inside', 'total', 'recall', 'plans', 'living', 'peacefully', 'humans', 'bent', 'world', 'domination', 'movie', 'waste', 'time', 'doubt', 'I', 'putting', 'back', 'player', 'daytime', 'soon']"
